filename,width,height,class,xmin,ymin,xmax,ymax
render-1789.jpg,640,480,inner_port,400,310,430,339
render-1789.jpg,640,480,outer_port,367,270,461,351
render-1785.jpg,640,480,inner_port,431,349,462,381
render-1785.jpg,640,480,outer_port,419,306,520,395
render-338.jpg,640,480,bottom_port,91,317,202,352
render-338.jpg,640,480,inner_port,151,110,187,145
render-338.jpg,640,480,outer_port,93,57,213,158
render-240.jpg,640,480,bottom_port,85,386,226,434
render-240.jpg,640,480,inner_port,177,124,220,167
render-240.jpg,640,480,outer_port,95,52,242,180
render-1901.jpg,640,480,bottom_port,174,367,276,401
render-1901.jpg,640,480,inner_port,234,172,267,205
render-1901.jpg,640,480,outer_port,177,122,286,217
render-1022.jpg,640,480,bottom_port,160,347,259,384
render-1022.jpg,640,480,outer_port,167,108,269,207
render-842.jpg,640,480,bottom_port,152,399,276,445
render-842.jpg,640,480,inner_port,184,162,224,201
render-842.jpg,640,480,outer_port,154,104,286,222
render-0.jpg,640,480,inner_port,459,343,488,371
render-0.jpg,640,480,outer_port,416,303,506,384
render-1325.jpg,640,480,outer_port,456,311,514,412
render-1006.jpg,640,480,outer_port,303,204,378,310
render-414.jpg,640,480,outer_port,282,213,441,347
render-604.jpg,640,480,inner_port,182,168,241,223
render-604.jpg,640,480,outer_port,104,64,316,239
render-395.jpg,640,480,inner_port,389,326,427,361
render-395.jpg,640,480,outer_port,348,263,472,362
render-1564.jpg,640,480,outer_port,386,282,474,367
render-962.jpg,640,480,bottom_port,200,453,332,480
render-962.jpg,640,480,inner_port,235,203,275,243
render-962.jpg,640,480,outer_port,203,143,339,264
render-1708.jpg,640,480,bottom_port,320,416,393,442
render-1708.jpg,640,480,inner_port,325,262,350,287
render-1708.jpg,640,480,outer_port,315,230,394,303
render-431.jpg,640,480,outer_port,290,207,400,315
render-1867.jpg,640,480,bottom_port,212,387,307,421
render-1867.jpg,640,480,inner_port,270,193,302,225
render-1867.jpg,640,480,outer_port,213,148,315,242
render-978.jpg,640,480,outer_port,254,166,341,281
render-1443.jpg,640,480,inner_port,417,333,444,361
render-1443.jpg,640,480,outer_port,407,298,493,375
render-497.jpg,640,480,inner_port,255,221,295,259
render-497.jpg,640,480,outer_port,219,157,351,269
render-1698.jpg,640,480,bottom_port,109,341,228,379
render-1698.jpg,640,480,inner_port,154,132,191,167
render-1698.jpg,640,480,outer_port,116,72,241,179
render-1126.jpg,640,480,outer_port,419,301,491,378
render-1945.jpg,640,480,bottom_port,117,281,204,308
render-1945.jpg,640,480,inner_port,154,118,184,147
render-1945.jpg,640,480,outer_port,117,77,213,159
render-1069.jpg,640,480,bottom_port,165,395,265,439
render-1069.jpg,640,480,outer_port,172,103,274,224
render-60.jpg,640,480,inner_port,343,283,381,320
render-60.jpg,640,480,outer_port,316,232,439,338
render-339.jpg,640,480,inner_port,329,258,378,305
render-339.jpg,640,480,outer_port,244,172,410,319
render-1659.jpg,640,480,inner_port,271,238,311,275
render-1659.jpg,640,480,outer_port,232,170,363,276
render-198.jpg,640,480,bottom_port,305,418,388,446
render-198.jpg,640,480,inner_port,343,260,370,287
render-198.jpg,640,480,outer_port,302,221,388,297
render-1527.jpg,640,480,inner_port,492,364,520,391
render-1527.jpg,640,480,outer_port,452,327,541,407
render-1938.jpg,640,480,bottom_port,130,365,220,415
render-1938.jpg,640,480,outer_port,132,67,229,194
render-605.jpg,640,480,outer_port,304,198,364,305
render-1913.jpg,640,480,bottom_port,237,379,326,408
render-1913.jpg,640,480,inner_port,281,216,309,244
render-1913.jpg,640,480,outer_port,238,172,331,252
render-208.jpg,640,480,bottom_port,295,433,383,465
render-208.jpg,640,480,inner_port,297,255,326,285
render-208.jpg,640,480,outer_port,292,211,383,298
render-1222.jpg,640,480,bottom_port,233,394,327,427
render-1222.jpg,640,480,inner_port,286,213,317,244
render-1222.jpg,640,480,outer_port,234,167,333,255
render-1547.jpg,640,480,bottom_port,138,275,205,303
render-1547.jpg,640,480,outer_port,134,88,210,167
render-1028.jpg,640,480,outer_port,339,266,505,401
render-567.jpg,640,480,bottom_port,71,374,218,423
render-567.jpg,640,480,inner_port,116,119,161,162
render-567.jpg,640,480,outer_port,87,42,235,176
render-1617.jpg,640,480,inner_port,472,348,506,383
render-1617.jpg,640,480,outer_port,409,294,518,398
render-1354.jpg,640,480,bottom_port,274,414,364,444
render-1354.jpg,640,480,inner_port,313,237,342,266
render-1354.jpg,640,480,outer_port,272,198,368,281
render-857.jpg,640,480,bottom_port,248,367,324,394
render-857.jpg,640,480,inner_port,289,210,315,236
render-857.jpg,640,480,outer_port,246,177,330,252
render-434.jpg,640,480,inner_port,468,374,513,418
render-434.jpg,640,480,outer_port,421,306,573,435
render-444.jpg,640,480,inner_port,351,280,381,309
render-444.jpg,640,480,outer_port,321,238,419,320
render-1053.jpg,640,480,bottom_port,211,362,289,399
render-1053.jpg,640,480,outer_port,216,142,296,235
render-722.jpg,640,480,bottom_port,381,461,443,480
render-722.jpg,640,480,outer_port,373,266,438,344
render-957.jpg,640,480,outer_port,365,253,428,345
render-483.jpg,640,480,bottom_port,282,431,381,465
render-483.jpg,640,480,inner_port,326,255,357,285
render-483.jpg,640,480,outer_port,281,206,381,292
render-923.jpg,640,480,bottom_port,191,370,274,405
render-923.jpg,640,480,outer_port,194,124,281,227
render-688.jpg,640,480,outer_port,313,228,430,337
render-1648.jpg,640,480,bottom_port,51,404,244,468
render-1648.jpg,640,480,outer_port,97,47,268,176
render-853.jpg,640,480,inner_port,325,270,367,310
render-853.jpg,640,480,outer_port,286,211,425,327
render-659.jpg,640,480,outer_port,376,263,466,377
render-1829.jpg,640,480,bottom_port,143,428,283,480
render-1829.jpg,640,480,outer_port,163,97,298,225
render-1086.jpg,640,480,bottom_port,239,340,295,365
render-1086.jpg,640,480,outer_port,239,164,300,238
render-408.jpg,640,480,outer_port,340,240,478,376
render-1877.jpg,640,480,inner_port,438,353,464,379
render-1877.jpg,640,480,outer_port,432,316,514,390
render-921.jpg,640,480,outer_port,343,251,440,343
render-680.jpg,640,480,outer_port,246,175,377,290
render-1968.jpg,640,480,outer_port,467,325,531,414
render-768.jpg,640,480,bottom_port,66,412,248,480
render-768.jpg,640,480,outer_port,113,49,269,197
render-1851.jpg,640,480,outer_port,346,254,485,383
render-451.jpg,640,480,bottom_port,314,438,398,469
render-451.jpg,640,480,inner_port,318,262,346,291
render-451.jpg,640,480,outer_port,309,225,398,308
render-686.jpg,640,480,bottom_port,123,283,193,314
render-686.jpg,640,480,outer_port,120,71,198,161
render-420.jpg,640,480,outer_port,392,277,469,369
render-807.jpg,640,480,bottom_port,245,358,302,388
render-807.jpg,640,480,outer_port,244,167,307,246
render-1406.jpg,640,480,outer_port,323,241,446,348
render-82.jpg,640,480,outer_port,365,276,510,398
render-1874.jpg,640,480,outer_port,429,299,518,408
render-1611.jpg,640,480,inner_port,404,322,434,350
render-1611.jpg,640,480,outer_port,374,278,469,357
render-479.jpg,640,480,inner_port,503,365,535,398
render-479.jpg,640,480,outer_port,447,320,549,416
render-1702.jpg,640,480,inner_port,379,303,407,332
render-1702.jpg,640,480,outer_port,366,269,455,348
render-1048.jpg,640,480,bottom_port,254,359,319,384
render-1048.jpg,640,480,outer_port,253,179,324,253
render-1402.jpg,640,480,bottom_port,272,420,348,454
render-1402.jpg,640,480,outer_port,271,186,350,281
render-592.jpg,640,480,bottom_port,275,414,342,450
render-592.jpg,640,480,outer_port,274,186,345,279
render-493.jpg,640,480,inner_port,287,268,344,322
render-493.jpg,640,480,outer_port,234,172,432,338
render-663.jpg,640,480,inner_port,430,349,459,377
render-663.jpg,640,480,outer_port,417,307,507,385
render-245.jpg,640,480,bottom_port,341,456,415,480
render-245.jpg,640,480,outer_port,335,238,411,325
render-1257.jpg,640,480,bottom_port,137,325,234,357
render-1257.jpg,640,480,inner_port,154,140,187,172
render-1257.jpg,640,480,outer_port,141,90,243,187
render-1429.jpg,640,480,outer_port,342,238,422,338
render-172.jpg,640,480,inner_port,421,338,458,373
render-172.jpg,640,480,outer_port,382,282,502,383
render-377.jpg,640,480,bottom_port,167,350,262,383
render-377.jpg,640,480,inner_port,179,163,210,195
render-377.jpg,640,480,outer_port,170,113,271,210
render-841.jpg,640,480,bottom_port,105,409,241,463
render-841.jpg,640,480,outer_port,124,60,259,197
render-1620.jpg,640,480,bottom_port,239,374,320,403
render-1620.jpg,640,480,inner_port,246,212,273,239
render-1620.jpg,640,480,outer_port,240,170,325,252
render-637.jpg,640,480,bottom_port,276,464,363,480
render-637.jpg,640,480,outer_port,279,182,360,301
render-1575.jpg,640,480,bottom_port,165,422,304,468
render-1575.jpg,640,480,inner_port,228,194,269,232
render-1575.jpg,640,480,outer_port,179,125,315,235
render-1345.jpg,640,480,bottom_port,102,263,186,290
render-1345.jpg,640,480,inner_port,130,104,159,132
render-1345.jpg,640,480,outer_port,101,64,194,145
render-415.jpg,640,480,inner_port,358,296,387,324
render-415.jpg,640,480,outer_port,338,252,432,331
render-1842.jpg,640,480,inner_port,432,324,462,354
render-1842.jpg,640,480,outer_port,383,278,478,367
render-93.jpg,640,480,bottom_port,261,349,321,371
render-93.jpg,640,480,outer_port,260,186,325,252
render-35.jpg,640,480,outer_port,356,250,455,366
render-660.jpg,640,480,bottom_port,258,407,339,439
render-660.jpg,640,480,outer_port,258,180,343,272
render-1337.jpg,640,480,bottom_port,46,413,232,473
render-1337.jpg,640,480,outer_port,81,39,256,174
render-852.jpg,640,480,outer_port,200,137,262,207
render-695.jpg,640,480,outer_port,322,234,388,301
render-413.jpg,640,480,bottom_port,218,424,338,464
render-413.jpg,640,480,inner_port,264,222,300,256
render-413.jpg,640,480,outer_port,224,163,343,260
render-495.jpg,640,480,outer_port,394,286,466,361
render-1431.jpg,640,480,bottom_port,221,339,290,365
render-1431.jpg,640,480,outer_port,220,155,295,230
render-1410.jpg,640,480,inner_port,364,293,398,326
render-1410.jpg,640,480,outer_port,329,244,440,336
render-939.jpg,640,480,inner_port,467,366,496,396
render-939.jpg,640,480,outer_port,454,330,548,412
render-1741.jpg,640,480,outer_port,178,120,327,249
render-1308.jpg,640,480,bottom_port,70,340,200,384
render-1308.jpg,640,480,inner_port,113,101,155,141
render-1308.jpg,640,480,outer_port,71,38,212,161
render-907.jpg,640,480,outer_port,138,89,302,213
render-653.jpg,640,480,inner_port,367,283,396,311
render-653.jpg,640,480,outer_port,326,240,420,322
render-1241.jpg,640,480,bottom_port,358,441,420,470
render-1241.jpg,640,480,outer_port,352,251,418,327
render-90.jpg,640,480,bottom_port,222,351,302,376
render-90.jpg,640,480,inner_port,255,195,282,222
render-90.jpg,640,480,outer_port,222,161,309,234
render-1537.jpg,640,480,outer_port,361,269,482,372
render-472.jpg,640,480,bottom_port,215,352,297,381
render-472.jpg,640,480,inner_port,265,195,292,222
render-472.jpg,640,480,outer_port,217,153,304,231
render-1181.jpg,640,480,outer_port,387,281,475,368
render-1321.jpg,640,480,outer_port,121,77,309,222
render-1852.jpg,640,480,bottom_port,190,306,250,333
render-1852.jpg,640,480,outer_port,187,128,255,202
render-96.jpg,640,480,bottom_port,200,358,277,396
render-96.jpg,640,480,outer_port,206,131,285,228
render-1246.jpg,640,480,bottom_port,155,271,213,297
render-1246.jpg,640,480,outer_port,157,99,220,173
render-107.jpg,640,480,outer_port,309,211,404,334
render-1826.jpg,640,480,bottom_port,295,405,362,435
render-1826.jpg,640,480,outer_port,293,206,363,288
render-1255.jpg,640,480,inner_port,366,304,407,343
render-1255.jpg,640,480,outer_port,312,234,449,346
render-818.jpg,640,480,bottom_port,328,440,413,469
render-818.jpg,640,480,inner_port,351,272,379,300
render-818.jpg,640,480,outer_port,322,238,413,315
render-530.jpg,640,480,bottom_port,363,452,443,480
render-530.jpg,640,480,inner_port,398,297,424,323
render-530.jpg,640,480,outer_port,356,260,438,335
render-1017.jpg,640,480,outer_port,413,292,482,380
render-256.jpg,640,480,bottom_port,146,314,235,343
render-256.jpg,640,480,inner_port,191,140,221,170
render-256.jpg,640,480,outer_port,145,100,243,184
render-763.jpg,640,480,inner_port,465,343,495,373
render-763.jpg,640,480,outer_port,420,304,515,390
render-873.jpg,640,480,inner_port,369,315,404,350
render-873.jpg,640,480,outer_port,353,260,468,361
render-1359.jpg,640,480,inner_port,421,341,449,368
render-1359.jpg,640,480,outer_port,405,300,495,376
render-1936.jpg,640,480,outer_port,349,254,453,354
render-806.jpg,640,480,outer_port,340,243,432,339
render-116.jpg,640,480,inner_port,472,358,508,393
render-116.jpg,640,480,outer_port,423,307,538,408
render-1590.jpg,640,480,inner_port,449,339,484,373
render-1590.jpg,640,480,outer_port,404,293,518,393
render-177.jpg,640,480,inner_port,412,317,449,352
render-177.jpg,640,480,outer_port,364,266,484,370
render-1960.jpg,640,480,bottom_port,327,433,399,463
render-1960.jpg,640,480,outer_port,322,231,398,312
render-945.jpg,640,480,outer_port,294,218,452,352
render-66.jpg,640,480,bottom_port,126,362,244,403
render-66.jpg,640,480,outer_port,138,83,258,192
render-969.jpg,640,480,inner_port,386,287,414,316
render-969.jpg,640,480,outer_port,338,246,430,330
render-1836.jpg,640,480,outer_port,389,284,470,363
render-521.jpg,640,480,outer_port,123,62,270,223
render-331.jpg,640,480,outer_port,424,303,490,380
render-1319.jpg,640,480,inner_port,448,336,481,369
render-1319.jpg,640,480,outer_port,393,285,499,383
render-39.jpg,640,480,inner_port,167,139,199,170
render-39.jpg,640,480,outer_port,144,99,246,189
render-1586.jpg,640,480,bottom_port,322,452,383,480
render-1586.jpg,640,480,outer_port,317,215,382,312
render-1488.jpg,640,480,inner_port,429,308,476,357
render-1488.jpg,640,480,outer_port,335,232,489,384
render-1113.jpg,640,480,inner_port,178,189,232,243
render-1113.jpg,640,480,outer_port,150,95,334,267
render-518.jpg,640,480,inner_port,359,273,397,311
render-518.jpg,640,480,outer_port,303,220,431,332
render-1937.jpg,640,480,bottom_port,163,372,261,411
render-1937.jpg,640,480,outer_port,168,105,270,216
render-357.jpg,640,480,outer_port,431,314,508,386
render-275.jpg,640,480,bottom_port,134,261,192,287
render-275.jpg,640,480,outer_port,130,83,196,158
render-215.jpg,640,480,inner_port,368,309,398,339
render-215.jpg,640,480,outer_port,355,262,453,349
render-1470.jpg,640,480,bottom_port,324,433,405,462
render-1470.jpg,640,480,inner_port,365,268,392,295
render-1470.jpg,640,480,outer_port,319,232,405,311
render-1847.jpg,640,480,inner_port,305,245,342,281
render-1847.jpg,640,480,outer_port,266,195,387,296
render-1694.jpg,640,480,inner_port,229,213,278,258
render-1694.jpg,640,480,outer_port,174,123,344,258
render-1970.jpg,640,480,bottom_port,118,365,242,405
render-1970.jpg,640,480,inner_port,171,138,211,175
render-1970.jpg,640,480,outer_port,121,79,253,191
render-1710.jpg,640,480,inner_port,431,338,468,373
render-1710.jpg,640,480,outer_port,395,289,514,390
render-1663.jpg,640,480,bottom_port,202,328,275,353
render-1663.jpg,640,480,inner_port,209,176,234,202
render-1663.jpg,640,480,outer_port,202,142,281,217
render-1150.jpg,640,480,inner_port,415,333,458,374
render-1150.jpg,640,480,outer_port,359,264,503,387
render-1796.jpg,640,480,outer_port,431,309,526,414
render-1640.jpg,640,480,bottom_port,213,359,297,388
render-1640.jpg,640,480,inner_port,264,191,292,220
render-1640.jpg,640,480,outer_port,214,151,304,233
render-1724.jpg,640,480,bottom_port,241,408,339,442
render-1724.jpg,640,480,inner_port,297,222,328,253
render-1724.jpg,640,480,outer_port,242,172,344,264
render-1833.jpg,640,480,bottom_port,132,288,215,319
render-1833.jpg,640,480,outer_port,136,84,224,170
render-108.jpg,640,480,bottom_port,179,318,249,346
render-108.jpg,640,480,outer_port,180,118,256,202
render-1906.jpg,640,480,inner_port,287,244,324,280
render-1906.jpg,640,480,outer_port,257,188,378,291
render-1489.jpg,640,480,bottom_port,165,303,246,330
render-1489.jpg,640,480,inner_port,196,156,223,182
render-1489.jpg,640,480,outer_port,167,116,255,190
render-758.jpg,640,480,inner_port,318,238,355,275
render-758.jpg,640,480,outer_port,259,185,382,294
render-683.jpg,640,480,inner_port,487,366,516,394
render-683.jpg,640,480,outer_port,453,329,544,408
render-1271.jpg,640,480,inner_port,379,294,418,332
render-1271.jpg,640,480,outer_port,328,239,456,350
render-1405.jpg,640,480,outer_port,440,311,512,400
render-165.jpg,640,480,bottom_port,94,286,192,317
render-165.jpg,640,480,inner_port,152,109,184,140
render-165.jpg,640,480,outer_port,99,59,204,146
render-318.jpg,640,480,inner_port,408,309,441,341
render-318.jpg,640,480,outer_port,359,262,465,356
render-955.jpg,640,480,bottom_port,210,319,273,343
render-955.jpg,640,480,outer_port,210,146,279,217
render-1395.jpg,640,480,bottom_port,236,360,316,387
render-1395.jpg,640,480,outer_port,236,171,322,245
render-285.jpg,640,480,bottom_port,194,363,288,394
render-285.jpg,640,480,inner_port,236,178,267,209
render-285.jpg,640,480,outer_port,193,138,295,225
render-729.jpg,640,480,bottom_port,107,308,199,351
render-729.jpg,640,480,outer_port,118,55,212,167
render-1680.jpg,640,480,bottom_port,248,354,306,380
render-1680.jpg,640,480,outer_port,247,171,310,246
render-593.jpg,640,480,bottom_port,159,321,228,354
render-593.jpg,640,480,outer_port,158,97,234,192
render-664.jpg,640,480,bottom_port,399,467,466,480
render-664.jpg,640,480,outer_port,389,281,457,355
render-893.jpg,640,480,bottom_port,99,370,210,418
render-893.jpg,640,480,outer_port,113,46,223,185
render-1051.jpg,640,480,outer_port,367,255,504,397
render-1939.jpg,640,480,bottom_port,160,411,287,455
render-1939.jpg,640,480,outer_port,170,112,299,226
render-931.jpg,640,480,outer_port,304,212,397,318
render-1005.jpg,640,480,bottom_port,185,380,290,419
render-1005.jpg,640,480,outer_port,193,129,300,228
render-990.jpg,640,480,outer_port,237,164,363,288
render-915.jpg,640,480,bottom_port,163,290,220,316
render-915.jpg,640,480,outer_port,164,102,226,182
render-1898.jpg,640,480,outer_port,212,148,347,261
render-1384.jpg,640,480,inner_port,493,361,522,390
render-1384.jpg,640,480,outer_port,449,324,539,406
render-324.jpg,640,480,bottom_port,120,381,251,431
render-324.jpg,640,480,outer_port,138,79,265,203
render-679.jpg,640,480,bottom_port,281,394,340,426
render-679.jpg,640,480,outer_port,279,192,343,275
render-1644.jpg,640,480,outer_port,134,91,235,179
render-735.jpg,640,480,outer_port,380,271,448,355
render-1197.jpg,640,480,outer_port,359,248,432,350
render-310.jpg,640,480,bottom_port,161,368,271,404
render-310.jpg,640,480,inner_port,199,167,234,201
render-310.jpg,640,480,outer_port,166,114,282,213
render-1296.jpg,640,480,bottom_port,130,368,250,407
render-1296.jpg,640,480,inner_port,180,145,219,182
render-1296.jpg,640,480,outer_port,133,89,261,198
render-920.jpg,640,480,bottom_port,100,299,201,332
render-920.jpg,640,480,inner_port,163,116,196,148
render-920.jpg,640,480,outer_port,106,63,214,155
render-1554.jpg,640,480,outer_port,435,313,497,380
render-728.jpg,640,480,bottom_port,299,450,380,480
render-728.jpg,640,480,outer_port,296,206,379,304
render-1364.jpg,640,480,outer_port,199,147,387,295
render-173.jpg,640,480,bottom_port,241,372,307,402
render-173.jpg,640,480,outer_port,240,164,311,249
render-40.jpg,640,480,bottom_port,95,337,213,376
render-40.jpg,640,480,inner_port,127,117,166,154
render-40.jpg,640,480,outer_port,98,58,225,171
render-1286.jpg,640,480,bottom_port,162,424,297,480
render-1286.jpg,640,480,outer_port,185,113,307,242
render-1515.jpg,640,480,inner_port,288,225,331,267
render-1515.jpg,640,480,outer_port,223,159,368,283
render-795.jpg,640,480,bottom_port,107,342,221,379
render-795.jpg,640,480,inner_port,171,122,208,159
render-795.jpg,640,480,outer_port,108,69,232,175
render-840.jpg,640,480,bottom_port,190,349,247,384
render-840.jpg,640,480,outer_port,192,114,252,214
render-1995.jpg,640,480,bottom_port,96,301,193,333
render-1995.jpg,640,480,inner_port,157,103,190,137
render-1995.jpg,640,480,outer_port,94,56,201,154
render-580.jpg,640,480,outer_port,404,298,492,372
render-971.jpg,640,480,bottom_port,124,381,251,426
render-971.jpg,640,480,inner_port,160,145,200,184
render-971.jpg,640,480,outer_port,129,83,263,202
render-985.jpg,640,480,outer_port,413,290,477,378
render-1711.jpg,640,480,bottom_port,145,319,228,351
